Route,Source,Destination,State From,State To,Distance,Vehicle,Type,Owner,Load Id,Payment,Posted On,Available On,Price,Price Per Mile,Count,Weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - CA,"Saint Charles, MO 63301","Murrieta, CA 92562",MO,CA,1827,1966 Dodge Charger,Coupe (2 doors),CREE Classic Cars LLC,23-002,QuickPay,4h ago,9/Jan/23," 1,725 ", 0.94 ,1," 4,586 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ - OH,"Phoenix, AZ 85027","Euclid, OH 44117",AZ,OH,2060,1982 Chevrolet Corvette,Coupe (2 doors),CREE Classic Cars LLC,23-018,QuickPay,4h ago,ASAP, 950 , 0.46 ,1," 3,239 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI - MO,"East Providence, RI 02915","Saint Charles, MO 63301",RI,MO,1189,1967 Oldsmobile Cutlass 442,Coupe (2 doors),CREE Classic Cars LLC,23-017,QuickPay,4h ago,ASAP," 1,150 ", 0.97 ,1," 3,130 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - FL,"Saint Charles, MO 63301","Cantonment, FL 32533",MO,FL,712,1987 Pontiac Firebird,Coupe (2 doors),CREE Classic Cars LLC,23-007,QuickPay,4h ago,ASAP," 1,050 ", 1.47 ,1," 3,100 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA - KY,"College Park, GA 30349","Nicholasville, KY 40356",GA,KY,393,2020 Ford Explorer,SUV,Motorsports of Chicago,03382-PINN,Other,4h ago,ASAP, 1 , 0.00 ,1," 4,727 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD - CT,"Owings Mills, MD 21117","Mystic, CT 06355",MD,CT,330,2020 Linc Avi,Other,USHIP LOGISTICS LLC,707875177,Other,4h ago,ASAP, 375 , 1.14 ,1," 5,673 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL - FL,"Ocoee, FL 34761","Pompano Beach, FL 33062",FL,FL,208,2018 Mitsubishi Outlander,SUV,CG Auto Logistics Inc,107621,ACH,4h ago,ASAP, 120 , 0.58 ,1," 3,626 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL - AL,"Lakeland, FL 33810","Dothan, AL 36303",FL,AL,360,2016 Ram 2500,Pickup (4 doors),TurnTime Transport,39044,QuickPay,4h ago,ASAP, 350 , 0.97 ,1," 7,202 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA - FL,"Westwood, MA 02090","Bonita Springs, FL 34135",MA,FL,1501,2020 CHRYSLER PACIFICA,Sedan,Auto Transport inc,28976779,COD,4h ago,ASAP," 1,300 ", 0.87 ,1," 4,330 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - OK,"Rosenburg, TX 77471","Moore, OK 73160",TX,OK,469,2019 Kia Sorento,SUV,BacklotCars Inc,A993799,ACH,4h ago,ASAP, 363 , 0.77 ,1," 4,343 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI - SD,"Carleton, MI 48117","Rapid City, SD 57701",MI,SD,1188,2021 Ford Expedition MAX,SUV,2022 Ford Expedition,,QuickPay,4h ago,ASAP," 4,750 ", 4.00 ,1," 6,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD - VA,"Finksburg, MD 21048","Fredericksburg, VA 22405",MD,VA,113,2010 HONDA Fit,Coupe (2 doors),RCG Logistics LLC,RD48469A,QuickPay,4h ago,ASAP, 150 , 1.33 ,1," 2,604 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA - WA,"Indian Wells, CA 92210","Redmond, WA 98052",CA,WA,1396,2017 Land Rover Range Rover Sport,SUV,2019 Mercedes-Benz SL-Class,Nations Auto Transport LLC,QuickPay,4h ago,5/Apr/23," 2,400 ", 1.72 ,1," 5,148 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD - VA,"Finksburg, MD 21048","Fredericksburg, VA 22405",MD,VA,113,2018 CHRYSLER Pacifica L,Van,RCG Logistics LLC,RD48468A,QuickPay,4h ago,ASAP, 150 , 1.33 ,1," 4,330 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI - MN,"Petoskey, MI 49770","Redwood Falls, MN 56283",MI,MN,658,2020 Chevrolet Equinox,SUV,Mottinger Auto Transport LLC,12481,15 Business Days,4h ago,ASAP, 700 , 1.06 ,1," 3,665 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR - NY,"Mcminnville, OR 97128","Ithaca, NY 14850",OR,NY,2834,2009 Volvo XC90,Sedan,Easy Auto Ship,28587807,COD,4h ago,ASAP," 1,600 ", 0.56 ,1," 4,826 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD - VA,"Finksburg, MD 21048","Fredericksburg, VA 22405",MD,VA,113,2015 VOLKSWAGEN Passat S,Sedan,RCG Logistics LLC,RD48466A,QuickPay,4h ago,ASAP, 150 , 1.33 ,1," 3,497 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD - VA,"Finksburg, MD 21048","Fredericksburg, VA 22405",MD,VA,113,2016 FORD Focus SE,Sedan,RCG Logistics LLC,RD48463A,QuickPay,4h ago,ASAP, 150 , 1.33 ,1," 2,960 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD - VA,"Finksburg, MD 21048","Fredericksburg, VA 22405",MD,VA,113,2014 FORD Fiesta SE,Sedan,RCG Logistics LLC,RD48460A,QuickPay,4h ago,ASAP, 150 , 1.33 ,1," 2,578 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD - VA,"Finksburg, MD 21048","Fredericksburg, VA 22405",MD,VA,113,2014 HONDA Civic EX,Sedan,RCG Logistics LLC,RD48442A,QuickPay,4h ago,ASAP, 150 , 1.33 ,1," 2,868 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA - SC,"Seattle, WA 98178","Columbia, SC 29201",WA,SC,2877,2017 Subaru Outback,Sedan,Easy Auto Ship,28609946,Other,4h ago,5/Jan/23," 1,100 ", 0.38 ,1," 3,856 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL - PA,"Weston, FL 33331","New Holland, PA 17557",FL,PA,1165,2017 Nissan NV200,Van,FOUR WAY AUTO AND TRUCK SALES LLC,13248,CKOD,4h ago,ASAP, 650 , 0.56 ,1," 3,263 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD - VA,"Finksburg, MD 21048","Fredericksburg, VA 22405",MD,VA,113,2015 KIA Sportage GL - Middle-low,SUV,RCG Logistics LLC,RD48430A,QuickPay,4h ago,ASAP, 150 , 1.33 ,1," 3,426 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD - VA,"Finksburg, MD 21048","Fredericksburg, VA 22405",MD,VA,113,2015 FORD Escape Titanium,SUV,RCG Logistics LLC,RD48415A,QuickPay,4h ago,ASAP, 150 , 1.33 ,1," 3,645 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI - FL,"Six Lakes, MI 48886","Davenport, FL 33897",MI,FL,1257,2010 Chrysler Town and Country,Van,Travelers Auto Transport Inc,27469603,COD,4h ago,ASAP," 1,400 ", 1.11 ,1," 4,621 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI - FL,"Six Lakes, MI 48886","Davenport, FL 33897",MI,FL,1257,2010 Chrysler Town and Country,Van,Travelers Auto Transport Inc,27469603,COD,4h ago,ASAP," 1,400 ", 1.11 ,1," 4,621 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL - TN,"Chicago, IL 60666","Mt Juliet, TN 37122",IL,TN,495,2020 GMC YUKON XL,SUV,2021 TOYOTA 4RUNNER,Adcock Direct,Unknown,4h ago,ASAP, 875 , 1.77 ,1," 5,965 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD - VA,"Finksburg, MD 21048","Fredericksburg, VA 22405",MD,VA,113,2012 SUBARU Legacy,Sedan,RCG Logistics LLC,RD48435A,QuickPay,4h ago,ASAP, 150 , 1.33 ,1," 3,529 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD - VA,"Finksburg, MD 21048","Fredericksburg, VA 22405",MD,VA,113,2014 FORD Escape Titanium,SUV,RCG Logistics LLC,RD48459A,QuickPay,4h ago,ASAP, 150 , 1.33 ,1," 3,645 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA - GA,"Bellingham, WA 98225","Bethlehem, GA 30620",WA,GA,2796,1995 ford F-250,Sedan,Easy Auto Ship,28685992,COD,4h ago,ASAP," 1,600 ", 0.57 ,1," 8,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID - CO,"Post Falls, ID 83854","Windsor, CO 80550",ID,CO,1032,2019 Ford Flex,SUV,AutoSavvy,SU20276,5 Business Days,4h ago,ASAP," 1,100 ", 1.07 ,1," 4,828 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD - VA,"Finksburg, MD 21048","Fredericksburg, VA 22405",MD,VA,113,2018 NISSAN Frontier,Pickup (4 doors),RCG Logistics LLC,RD48401A,QuickPay,4h ago,ASAP, 150 , 1.33 ,1," 4,754 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD - VA,"Finksburg, MD 21048","Fredericksburg, VA 22405",MD,VA,113,2007 JEEP Wrangler TJ,SUV,RCG Logistics LLC,RD48439A,QuickPay,4h ago,ASAP, 150 , 1.33 ,1," 3,241 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA - TN,"Hiram, GA 30141","Lenoir City, TN 37771",GA,TN,173,2014 Honda Cr-v,SUV,BacklotCars Inc,B111061,ACH,4h ago,ASAP, 200 , 1.16 ,1," 3,529 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE - VA,"Lincoln, NE 68508","Leesburg, VA 20176",NE,VA,1184,2021 Bmw X5 M,Sedan,Easy Auto Ship,28987457,COD,4h ago,6/Jan/23, 900 , 0.76 ,1," 6,614 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - PA,"Moon Township, PA 15231","Quakertown, PA 18951",PA,PA,308,2019 Dodge Grand Caravan,Van,USHIP LOGISTICS LLC,VIP - H4450251,5 Business Days,4h ago,ASAP, 625 , 2.03 ,1," 4,483 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - FL,"Pittsburgh, PA 15203","Davie, FL 33330",PA,FL,1171,2021 Mercedes-Benz GLE,SUV,Shazier Logistics LLC,SL-19,30 Business Days,4h ago,6/Jan/23," 1,300 ", 1.11 ,1," 5,456 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL - MS,"Skokie, IL 60077","Booneville, MS 38829",IL,MS,591,2010 Chevrolet Suburban,SUV,BacklotCars Inc,I358422,ACH,4h ago,ASAP, 643 , 1.09 ,1," 6,551 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC - AL,"Florence, SC 29505","Birmingham, AL 35222",SC,AL,439,2020 Ford Transit Cargo - MR Van,Van,USHIP LOGISTICS LLC,VIP - H4450255,5 Business Days,4h ago,ASAP, 675 , 1.54 ,1," 5,769 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - FL,"Sewickley, PA 15143","Naples, FL 34108",PA,FL,1188,2023 Hyundai SANTA FE,SUV,Shazier Logistics LLC,SL-20,30 Business Days,4h ago,6/Jan/23," 1,150 ", 0.97 ,1," 4,076 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ - AZ,"Tucson, AZ 85719","Phoenix, AZ 85085",AZ,AZ,135,2022 Mazda CX-30,SUV,ACME Car Shipping,240572aVIP,15 Business Days,4h ago,6/Jan/23, 200 , 1.48 ,1," 3,505 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - FL,"Houston, TX 77019","Orlando, FL 32821",TX,FL,980,2023 Honda CR-V Hybrid,SUV,Dealer Trade Houston,11661,10 Business Days,4h ago,6/Jan/23, 400 , 0.41 ,1," 3,926 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - TX,"Marietta, PA 17547","San Antonio, TX 78209",PA,TX,1686,2003 Saab 9-3,Sedan,Travelers Auto Transport Inc,28896184,COD,4h ago,ASAP, 850 , 0.50 ,1," 3,280 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO - MO,"Englewood, CO 80113","Kansas City, MO 64116",CO,MO,611,2014 Chevrolet Cruze,Sedan,Whipz Logistics LLC,217,Other,4h ago,ASAP, 450 , 0.74 ,1," 3,471 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL - FL,"West Chicago, IL 60185","Jacksonville, FL 32204",IL,FL,1121,2000 Pontiac Bonneville,Sedan,McCollister's Brokerage Service Inc,107388-C,10 Business Days,4h ago,ASAP, 900 , 0.80 ,1," 3,790 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC - FL,"Newton, NC 28658","Trinity, FL 34655",NC,FL,617,2021 Ram ProMaster - 3500 HR w/ladder rack,Van,USHIP LOGISTICS LLC,VIP - H4450231,5 Business Days,4h ago,ASAP, 700 , 1.13 ,1," 4,260 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL - SD,"West Chicago, IL 60185","Sioux Falls, SD 57103",IL,SD,552,2016 Ford F-150,Pickup (4 doors),McCollister's Brokerage Service Inc,103330-C,10 Business Days,4h ago,ASAP, 550 , 1.00 ,1," 5,236 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL - TX,"West Chicago, IL 60185","Lake Jackson, TX 77566",IL,TX,1146,2004 Mercury Grand Marquis,Sedan,McCollister's Brokerage Service Inc,105498-C,10 Business Days,4h ago,ASAP, 950 , 0.83 ,1," 4,094 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL - FL,"Tampa, FL 33634","Tampa, FL 33612",FL,FL,8,2022 Ram 1500,Pickup (4 doors),Stratton Auto Transport,SAT6800,15 Business Days,4h ago,ASAP, 200 , 25.00 ,1," 6,439 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA - GA,"Smyrna, GA 30080","Savannah, GA 31405",GA,GA,261,2022 Ford Police Interceptor- Police interceptor,Other,2022 Ford Police Interceptor- Police interceptor,,5 Business Days,4h ago,5/Jan/23," 1,350 ", 5.17 ,1," 6,840 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK - AR,"Broken Arrow, OK 74012","North Little Rock, AR 72118",OK,AR,255,2022 Ford Ranger,Pickup (4 doors),USHIP LOGISTICS LLC,VIP - H4450204,5 Business Days,4h ago,9/Jan/23, 375 , 1.47 ,1," 4,441 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - TX,"Marshfield, MO 65706","Dallas, TX 75243",MO,TX,429,2017 Chevrolet Malibu,Sedan,Travelers Auto Transport Inc,28995492,COD,4h ago,5/Jan/23, 350 , 0.82 ,1," 3,388 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS - FL,"Olathe, KS 66061","Homestead, FL 33030",KS,FL,1456,1969 Lincoln Continental,Coupe (2 doors),CREE Classic Cars LLC,23-020,QuickPay,4h ago,5/Jan/23, 700 , 0.48 ,1," 4,475 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI - FL,"Lansing, MI 48906","Palm Coast, FL 32164",MI,FL,1127,2019 Ford Mustang,Sedan,Easy Auto Ship,28957593,COD,4h ago,ASAP," 1,300 ", 1.15 ,1," 3,825 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - PA,"Natrona Heights, PA 15065","Tarentum, PA 15084",PA,PA,10,2022 Ford F-150,Pickup (4 doors),USHIP LOGISTICS LLC,VIP - H4450187,5 Business Days,4h ago,ASAP, 275 , 27.50 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV - SC,"Las Vegas, NV 89101","Columbia, SC 29206",NV,SC,2187,2003 Mercury Marauder,Sedan,Easy Auto Ship,28624595,COD,4h ago,ASAP," 1,000 ", 0.46 ,1," 4,195 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ - CA,"Brick, NJ 08723","Anaheim, CA 92805",NJ,CA,2767,2015 Jeep Grand Cherokee,Sedan,Easy Auto Ship,28851408,COD,4h ago,ASAP," 1,200 ", 0.43 ,1," 6,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA - WA,"Fort Madison, IA 52627","Seattle, WA 98101",IA,WA,1924,2021 JEEP WRANGLER UNLIMITED,Sedan,Auto Transport inc,29003244,COD,4h ago,ASAP," 1,600 ", 0.83 ,1," 5,103 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - VA,"Lubbock, TX 79423","Charlottesville, VA 22902",TX,VA,1519,2013 MERCEDES-BENZ M Class,Sedan,2017 MERCEDES BENZ C CLASS,McCollister's Brokerage Service Inc,10 Business Days,4h ago,10/Jan/23," 2,000 ", 1.32 ,1," 5,238 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL - TX,"Bellview, FL 32526","Houston, TX 77001",FL,TX,516,2009 CHEVROLET SILVERADO,Pickup (4 doors),McCollister's Brokerage Service Inc,107455,10 Business Days,4h ago,16/Jan/23, 500 , 0.97 ,1," 5,410 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV - WV,"Reynoldsville, WV 26422","Charleston, WV 25387",WV,WV,135,1984 Buick LeSabre,Sedan,Auto Transport inc,28959495,COD,4h ago,ASAP, 650 , 4.81 ,1," 3,583 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - OH,"Grove City, PA 16127","Newark, OH 43055",PA,OH,181,2004 Volkswagen Passat,Sedan,BacklotCars Inc,N866572,ACH,4h ago,ASAP, 250 , 1.38 ,1," 4,067 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA - MD,"Quincy, MA 02171","Dundalk, MD 21222",MA,MD,402,2019 FORD F-250 Super Duty - Single Rear Wheel,Pickup (2 doors),RCG Logistics LLC,RD51872A,30 Business Days,4h ago,6/Jan/23, 650 , 1.62 ,1," 7,526 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS - TX,"Kansas City, KS 66115","Texarkana, TX 75501",KS,TX,479,2023 Ford Transit-250 cargo w/ high roof,Sedan,ShipYourCarNow LLC,10851924,5 Business Days,4h ago,ASAP, 745 , 1.56 ,1," 9,070 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS - MS,"Kansas City, KS 66115","Yazoo City, MS 39194",KS,MS,639,2023 FORD Transit 250 Cargo Van High Roof w/Ladder Rack,Sedan,ShipYourCarNow LLC,10889643,5 Business Days,4h ago,5/Jan/23, 875 , 1.37 ,1," 9,070 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS - TX,"Kansas City, KS 66115","Colorado City, TX 79512",KS,TX,690,2023 Ford Transit-250 cargo van high roof,Sedan,ShipYourCarNow LLC,10850644,5 Business Days,4h ago,ASAP," 1,100 ", 1.59 ,1," 9,070 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA - MI,"Seattle, WA 98144","Fair Haven, MI 48023",WA,MI,2370,2013 Ford Flex,Sedan,Easy Auto Ship,29024027,Other,4h ago,ASAP," 1,000 ", 0.42 ,1," 4,839 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS - TX,"Kansas City, KS 66115","Colorado City, TX 79512",KS,TX,690,2023 Ford Transit-250 cargo van high roof,Sedan,ShipYourCarNow LLC,10850484,10 Business Days,4h ago,ASAP," 1,100 ", 1.59 ,1," 9,070 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY - PA,"Marion, KY 42064","Norristown, PA 19401",KY,PA,850,1996 SAAB 9000,Sedan,Auto Transport inc,28797717,COD,4h ago,9/Jan/23, 325 , 0.38 ,1," 3,164 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA - CA,"Santa Paula, CA 93060","Adelanto, CA 92301",CA,CA,120,2013 SUBARU XV CrossTrek,SUV,RCG Logistics LLC,RD49047A,QuickPay,4h ago,ASAP, 150 , 1.25 ,1," 3,164 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA - CA,"Santa Paula, CA 93060","Adelanto, CA 92301",CA,CA,120,2005 INFINITI G35,Coupe (2 doors),RCG Logistics LLC,RD51552A,QuickPay,4h ago,ASAP, 150 , 1.25 ,1," 3,512 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO - WA,"Englewood, CO 80110","Seattle, WA 98134",CO,WA,1324,2022 Lucid Air,Sedan,Usko Logistics Inc,ULA5903059,ACH,4h ago,ASAP," 1,700 ", 1.28 ,1," 5,236 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS - GA,"Kansas City, KS 66115","Douglasville, GA 30134",KS,GA,823,2023 Ford Transit-250 cargo van high roof,Sedan,ShipYourCarNow LLC,10846766,5 Business Days,4h ago,ASAP, 860 , 1.04 ,1," 9,070 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS - AL,"Madison, MS 39110","Boaz, AL 35957",MS,AL,318,2013 Chevrolet Silverado 1500,Pickup (4 doors),BacklotCars Inc,W103546,ACH,4h ago,ASAP, 315 , 0.99 ,1," 5,487 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO - CO,"Littleton, CO 80125","Bennett, CO 80102",CO,CO,48,2017 CHEVROLET TRAVERSE,SUV,RCG Logistics LLC,RD50638A,QuickPay,4h ago,ASAP, 55 , 1.15 ,1," 4,956 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO - CO,"Littleton, CO 80125","Bennett, CO 80102",CO,CO,48,2017 CHEVROLET TRAVERSE,SUV,RCG Logistics LLC,RD50638A,QuickPay,4h ago,ASAP, 55 , 1.15 ,1," 4,956 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO - CO,"Littleton, CO 80125","Bennett, CO 80102",CO,CO,48,2015 HONDA CIVIC (SEE ALS,SUV,RCG Logistics LLC,RD50637A,QuickPay,4h ago,ASAP, 55 , 1.15 ,1," 3,002 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE - MO,"Omaha, NE 68138","Kansas City, MO 64153",NE,MO,174,2014 ISUZU NPR/NPR-HD,Other,RCG Logistics LLC,RD30565A,QuickPay,4h ago,ASAP, 425 , 2.44 ,1," 14,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC - SC,"High Point, NC 27262","Aiken, SC 29801",NC,SC,221,2002 Chevrolet Tahoe,SUV,BacklotCars Inc,Z755199,ACH,4h ago,ASAP, 230 , 1.04 ,1," 5,050 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - KY,"Natrona Heights, PA 15065","Erlanger, KY 41018",PA,KY,324,2022 Ford F-150,Pickup (4 doors),USHIP LOGISTICS LLC,VIP -H4450180,ACH,4h ago,ASAP, 700 , 2.16 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA - GA,"Pollock Pines, CA 95726","Watkinsville, GA 30677",CA,GA,2546,1978 Chevrolet k10 Step Side,Sedan,Easy Auto Ship,28989564,COD,4h ago,ASAP," 1,450 ", 0.57 ,1," 4,256 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - ND,"San Antonio, TX 78230","Williston, ND 58801",TX,ND,1551,2022 RAM 5500 CAB & CHASSIS,Truck (daycab),North American Vehicle Transport Inc,44140,30 Business Days,4h ago,5/Jan/23," 1,800 ", 1.16 ,1," 6,868 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN - AL,"Memphis, TN 38133","Center Point, AL 35215",TN,AL,240,2019 Dodge Grand caravan,Sedan,BacklotCars Inc,B710391,ACH,4h ago,ASAP, 246 , 1.03 ,1," 4,483 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - AR,"Burleson, TX 76028","Lowell, AR 72745",TX,AR,386,2008 Ford Focus,Sedan,BacklotCars Inc,S011084,ACH,4h ago,ASAP, 345 , 0.89 ,1," 2,623 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ - GA,"Woodstown, NJ 08098","Centerville, GA 31028",NJ,GA,832,2022 Kia Forte,Sedan,Easy Auto Ship,28950236,COD,4h ago,ASAP, 625 , 0.75 ,1," 3,079 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - CA,"Mercer, PA 16137","Oceanside, CA 92054",PA,CA,2471,2016 Ford Explorer,SUV,BacklotCars Inc,T444027,ACH,4h ago,ASAP," 1,460 ", 0.59 ,1," 4,901 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA - WI,"Des Moines, IA 50322","West Allis, WI 53227",IA,WI,366,2010 Cadillac Dts,Sedan,BacklotCars Inc,Z550170,ACH,4h ago,ASAP, 360 , 0.98 ,1," 4,009 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH - WY,"Dover, OH 44622","Laramie, WY 82070",OH,WY,1405,2022 Ram 1500,Pickup (4 doors),USHIP LOGISTICS LLC,VIP - H4450215,5 Business Days,4h ago,ASAP," 1,925 ", 1.37 ,1," 6,439 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ - TX,"Ramsey, NJ 07446","Houston, TX 77065",NJ,TX,1661,2021 Chevrolet Malibu,Sedan,AUTO TRANSPORT JUNCTION,206650,10 Business Days,4h ago,6/Jan/23," 1,000 ", 0.60 ,1," 3,223 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL - GA,"Delray Beach, FL 33483","Atlanta, GA 30315",FL,GA,611,2021 Porsche Panamera,Sedan,First Class Auto Transport,4647,5 Business Days,4h ago,ASAP, 350 , 0.57 ,1," 4,839 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY - CA,"Buffalo, NY 14202","West Covina, CA 91790",NY,CA,2524,2020 VOLVO XC60,SUV,McCollister's Brokerage Service Inc,109596,10 Business Days,4h ago,13/Jan/23," 1,500 ", 0.59 ,1," 4,199 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN - OH,"Indianapolis, IN 46254","Akron, OH 44306",IN,OH,307,2007 FORD MUSTANG,SUV,RCG Logistics LLC,RD50885A,30 Business Days,4h ago,ASAP, 190 , 0.62 ,1," 3,601 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - OH,"West Mifflin, PA 15122","Akron, OH 44306",PA,OH,119,2018 FORD Escape SEL,SUV,RCG Logistics LLC,RD51518A,30 Business Days,4h ago,ASAP, 130 , 1.09 ,1," 3,668 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY - OH,"Angola, NY 14006","Akron, OH 44306",NY,OH,195,2013 FORD F-150,Pickup (4 doors),RCG Logistics LLC,RD51068A,30 Business Days,4h ago,ASAP, 200 , 1.03 ,1," 6,113 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH - OH,"Columbus, OH 43207","Newark, OH 43055",OH,OH,47,2014 KIA FORTE,SUV,RCG Logistics LLC,RD51920A,30 Business Days,4h ago,ASAP, 49 , 1.04 ,1," 2,837 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
